/* DATA DESCRIPTION:
Citation:	International Hydrographic Organization, IHO; Sieger, Rainer (2012): Limits of oceans and seas in digitized, machine readable form. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.777975
Related to:	International Hydrographic Organization, IHO (1953): Limits of Oceans and Seas. International Hydrographic Organization, Special Publication No 23, 3rd Edition, IMP, Monégasque - Monte-Carlo, 45 pp, hdl:10013/epic.37175.d001
Other version:	KML file containing the polygons of Oceans and Seas (URI: hdl:10013/epic.37175.d016)
Coverage:	MEDIAN LATITUDE: 22.632368 * MEDIAN LONGITUDE: 42.076221 * SOUTH-BOUND LATITUDE: -78.920994 * WEST-BOUND LONGITUDE: -179.998993 * NORTH-BOUND LATITUDE: 90.000000 * EAST-BOUND LONGITUDE: 179.998993
Comment:	This dataset is the digitized version of the printed "Limits of Oceans and Seas" (IHO, 1953). The report describes the boundaries of 148 oceans and seas. The given positions were typed into a spreadsheet and were completed to a right ordered polygon by hand using Google Earth. The dataset consists of five columns. The first column contains the name of the ocean or sea, column 2 and 3 contain the position of each polygon point (latitude, longitude). Column 4 contains an area index, column 5 a polygon index. These two indices structurize the dataset.
	The other version link provides a Google Earth layer in KML format (zipped). This layer consists of all polygons and names of oceans or seas at area centroid position given in dataset doi:10.1594/PANGAEA.777976.
Parameter(s):	Name (Name) * COMMENT: of ocean or sea
	LATITUDE (Latitude) * GEOCODE
	LONGITUDE (Longitude) * GEOCODE
	Index (Index) * COMMENT: of ocean or sea
	Index (Index) * COMMENT: polygon position
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0)
Size:	7629 data points
*/
Name (of ocean or sea)	Latitude	Longitude	Index (of ocean or sea)	Index (polygon position)
Burma Sea, Andaman Sea	10.54000	92.34000	230001004	11
Burma Sea, Andaman Sea	13.47000	92.60000	230001004	12
Burma Sea, Andaman Sea	16.04170	94.19440	230001004	13
Bay of Bengal	10.29170	79.87500	230001003	1
Bay of Bengal	15.47061	79.66196	230001003	2
Bay of Bengal	25.00000	89.00000	230001003	3
Bay of Bengal	22.69605	92.79583	230001003	4
Bay of Bengal	17.00000	95.00000	230001003	5
Bay of Bengal	16.04170	94.19440	230001003	6
Bay of Bengal	13.47000	92.60000	230001003	7
Bay of Bengal	10.54000	92.34000	230001003	8
Bay of Bengal	6.75000	93.83330	230001003	9
Bay of Bengal	5.75000	95.03330	230001003	10
Bay of Bengal	5.91667	80.58330	230001003	11
Bay of Bengal	9.50000	80.47500	230001003	12
Bay of Bengal	9.82500	80.25000	230001003	13
Bay of Bengal	10.29170	79.87500	230001003	14
Arabian Sea	15.63330	52.22500	230001002	1
Arabian Sea	16.50000	52.22500	230001002	2
Arabian Sea	22.53330	59.79170	230001002	3
Arabian Sea	25.01940	61.73750	230001002	4
Arabian Sea	25.27780	61.75432	230001002	5
Arabian Sea	25.87699	66.41446	230001002	6
Arabian Sea	22.27080	73.20275	230001002	7
Arabian Sea	14.81940	74.06000	230001002	8
Arabian Sea	13.70000	72.16670	230001002	9
Arabian Sea	-0.70000	73.15830	230001002	10
Arabian Sea	10.43330	51.41670	230001002	11
Arabian Sea	11.83330	51.28330	230001002	12
Arabian Sea	15.63330	52.22500	230001002	13
Indian Ocean	30.00000	31.00000	230001001	1
Indian Ocean	30.00000	33.00000	230001001	2
Indian Ocean	31.00000	50.00000	230001001	3
Indian Ocean	25.00000	95.00000	230001001	4
Indian Ocean	18.00000	98.00000	230001001	5
Indian Ocean	12.50000	98.90000	230001001	6
Indian Ocean	8.47000	98.90000	230001001	7
Indian Ocean	6.00000	101.50000	230001001	8
Indian Ocean	2.00000	103.50000	230001001	9
Indian Ocean	1.26500	103.51700	230001001	10
Indian Ocean	1.19028	103.35300	230001001	11
Indian Ocean	1.16528	103.38300	230001001	12
Indian Ocean	1.09444	102.98300	230001001	13
Indian Ocean	0.00000	102.00000	230001001	14
Indian Ocean	-5.92778	104.55600	230001001	15
Indian Ocean	-6.83889	105.24200	230001001	16
Indian Ocean	-8.77500	114.53300	230001001	17
Indian Ocean	-8.85000	115.11700	230001001	18
Indian Ocean	-8.82222	115.59200	230001001	19
Indian Ocean	-8.82778	115.84200	230001001	20
Indian Ocean	-8.86667	116.59200	230001001	21
Indian Ocean	-9.01111	116.73100	230001001	22
Indian Ocean	-8.89167	118.50000	230001001	23
Indian Ocean	-9.55000	118.93300	230001001	24
Indian Ocean	-10.31530	120.45800	230001001	25
Indian Ocean	-10.82500	121.27500	230001001	26
Indian Ocean	-10.94170	122.85000	230001001	27
Indian Ocean	-13.73330	126.95800	230001001	28
Indian Ocean	-38.85830	143.50999	230001001	29
Indian Ocean	-39.58330	143.95000	230001001	30
Indian Ocean	-40.15670	143.92300	230001001	31
Indian Ocean	-40.68190	144.68300	230001001	32
Indian Ocean	-43.64440	146.82400	230001001	33
Indian Ocean	-66.80917	146.14106	230001001	34
Indian Ocean	-68.07036	146.91048	230001001	35
Indian Ocean	-67.74216	108.70691	230001001	36
Indian Ocean	-69.25690	83.93493	230001001	37
Indian Ocean	-69.25690	67.04725	230001001	38
Indian Ocean	-67.65833	50.06435	230001001	39
Indian Ocean	-70.39217	35.06174	230001001	40
Indian Ocean	-70.31241	20.07398	230001001	41
Indian Ocean	-69.95520	20.09534	230001001	42
Indian Ocean	-66.00000	20.00000	230001001	43
Indian Ocean	-65.00000	20.00000	230001001	44
Indian Ocean	-34.83300	20.00000	230001001	45
Indian Ocean	-25.70000	31.50000	230001001	46
Indian Ocean	-20.00000	33.50000	230001001	47
Indian Ocean	-15.00000	38.50000	230001001	48
Indian Ocean	-4.50000	37.50000	230001001	49
Indian Ocean	10.09000	50.00000	230001001	50
Indian Ocean	10.09000	41.00000	230001001	51
Indian Ocean	15.00000	38.60000	230001001	52
Indian Ocean	19.00000	36.50000	230001001	53
Indian Ocean	30.00000	31.00000	230001001	54
The Sound	55.35000	12.81200	220001008	1
The Sound	55.29200	12.45600	220001008	2
The Sound	55.43469	12.17451	220001008	3
The Sound	55.59361	12.21227	220001008	4
The Sound	55.67837	12.57789	220001008	5
The Sound	55.94517	12.47582	220001008	6
The Sound	56.03399	12.58247	220001008	7
The Sound	56.12104	12.29127	220001008	8
The Sound	56.29518	12.47480	220001008	9
The Sound	55.68000	13.10551	220001008	10
The Sound	55.35000	12.81200	220001008	11
The Little Belt	54.72000	9.96700	220001007	1
The Little Belt	54.72000	9.30000	220001007	2
The Little Belt	55.69700	9.30000	220001007	3
The Little Belt	55.69700	10.03100	220001007	4
The Little Belt	55.64700	10.16400	220001007	5
The Little Belt	55.10000	10.45000	220001007	6
The Little Belt	54.79000	10.42500	220001007	7
The Little Belt	54.72000	9.96700	220001007	8
The Great Belt	55.73867	10.91248	220001006	1
The Great Belt	55.69956	11.11111	220001006	2
The Great Belt	55.22426	11.31388	220001006	3
The Great Belt	55.19204	11.89245	220001006	4
The Great Belt	54.80000	11.90000	220001006	5
The Great Belt	54.76613	11.00364	220001006	6
The Great Belt	54.72971	10.68843	220001006	7
The Great Belt	55.40012	10.62320	220001006	8
The Great Belt	55.60864	10.60774	220001006	9
The Great Belt	55.73867	10.91248	220001006	10
Kattegat	57.75000	10.59700	220001005	1
Kattegat	57.75000	12.00000	220001005	2
Kattegat	56.57389	13.00229	220001005	3
Kattegat	56.19255	12.82364	220001005	4
Kattegat	56.29518	12.47480	220001005	5
Kattegat	56.12104	12.29127	220001005	6
Kattegat	55.62915	12.08744	220001005	7
Kattegat	55.69956	11.11111	220001005	8
Kattegat	55.73867	10.91248	220001005	9
Kattegat	55.60864	10.60774	220001005	10
Kattegat	55.40012	10.62320	220001005	11
Kattegat	55.42779	10.41994	220001005	12
Kattegat	55.64700	10.16400	220001005	13
Kattegat	55.69700	10.03100	220001005	14
Kattegat	57.00000	10.03100	220001005	15
Kattegat	57.75000	10.59700	220001005	16
Gulf of Riga	59.22800	23.51700	220001004	1
Gulf of Riga	58.37000	24.67000	220001004	2
Gulf of Riga	57.21000	24.67000	220001004	3
Gulf of Riga	56.84000	23.63000	220001004	4
Gulf of Riga	57.57800	21.71900	220001004	5
Gulf of Riga	57.90800	22.05800	220001004	6
Gulf of Riga	58.64200	22.56700	220001004	7
Gulf of Riga	58.69200	22.57100	220001004	8
Gulf of Riga	59.09200	22.58900	220001004	9
Gulf of Riga	59.22800	23.51700	220001004	10
Gulf of Finland	59.80800	22.89700	220001003	1
Gulf of Finland	60.50000	24.80000	220001003	2
Gulf of Finland	61.00000	29.00000	220001003	3
Gulf of Finland	59.80000	30.50000	220001003	4
Gulf of Finland	59.22800	28.00000	220001003	5
Gulf of Finland	59.22800	23.51700	220001003	6
Gulf of Finland	59.27500	23.41300	220001003	7
Gulf of Finland	59.80800	22.89700	220001003	8
Gulf of Bothnia	59.89300	19.08300	220001002	1
Gulf of Bothnia	60.65567	17.02052	220001002	2
Gulf of Bothnia	62.49869	17.24924	220001002	3
Gulf of Bothnia	65.84361	21.96516	220001002	4
Gulf of Bothnia	65.99929	23.89705	220001002	5
Gulf of Bothnia	65.50189	25.79887	220001002	6
Gulf of Bothnia	64.86890	25.72977	220001002	7
Gulf of Bothnia	62.81886	21.60300	220001002	8
Gulf of Bothnia	59.80800	22.89700	220001002	9
Gulf of Bothnia	59.78200	22.06400	220001002	10
Gulf of Bothnia	59.76800	21.02200	220001002	11
Gulf of Bothnia	59.85600	20.34600	220001002	12
Gulf of Bothnia	59.84200	19.92100	220001002	13
Gulf of Bothnia	59.80800	19.78900	220001002	14
Gulf of Bothnia	59.89300	19.08300	220001002	15
Baltic Sea	57.75000	10.59700	220001001	1
Baltic Sea	57.75000	12.00000	220001001	2
Baltic Sea	56.53456	14.46844	220001001	3
Baltic Sea	60.65567	17.02052	220001001	4
Baltic Sea	62.49869	17.24924	220001001	5
Baltic Sea	65.84361	21.96516	220001001	6
Baltic Sea	65.99929	23.89705	220001001	7
Baltic Sea	65.50189	25.79887	220001001	8
Baltic Sea	64.86890	25.72977	220001001	9
Baltic Sea	62.81886	21.60300	220001001	10
Baltic Sea	59.80800	22.89700	220001001	11
Baltic Sea	60.50000	24.80000	220001001	12
Baltic Sea	61.00000	29.00000	220001001	13
Baltic Sea	59.80000	30.50000	220001001	14
Baltic Sea	59.22800	28.00000	220001001	15
Baltic Sea	59.22800	23.51700	220001001	16
Baltic Sea	58.37000	24.67000	220001001	17
Baltic Sea	57.21000	24.67000	220001001	18
Baltic Sea	56.84000	23.63000	220001001	19
Baltic Sea	57.00000	22.00000	220001001	20
Baltic Sea	55.00000	21.40000	220001001	21
Baltic Sea	54.00000	20.00000	220001001	22
Baltic Sea	54.00000	15.40000	220001001	23
Baltic Sea	53.47476	14.33450	220001001	24
Baltic Sea	54.20000	13.00000	220001001	25
Baltic Sea	54.00000	12.00000	220001001	26
Baltic Sea	53.83000	11.40000	220001001	27
Baltic Sea	53.83000	10.74000	220001001	28
Baltic Sea	54.00000	10.60000	220001001	29
Baltic Sea	54.25000	10.60000	220001001	30
Baltic Sea	54.25000	10.00000	220001001	31
Baltic Sea	54.72000	9.30000	220001001	32
Baltic Sea	55.69700	9.30000	220001001	33
Baltic Sea	55.69700	10.03100	220001001	34
Baltic Sea	57.00000	10.03100	220001001	35
Baltic Sea	57.75000	10.59700	220001001	36
White Sea	68.65000	43.30000	210001019	1
White Sea	68.00000	45.00000	210001019	2
White Sea	66.00000	45.00000	210001019	3
White Sea	63.48263	37.43739	210001019	4
White Sea	64.41765	34.24096	210001019	5
White Sea	67.20000	31.60000	210001019	6
White Sea	66.52741	39.76453	210001019	7
White Sea	68.13330	39.76670	210001019	8
White Sea	68.65000	43.30000	210001019	9
Norwegian Sea	61.00000	-0.88000	210001018	1
Norwegian Sea	62.34306	-6.24722	210001018	2
Norwegian Sea	63.00000	-6.40000	210001018	3
Norwegian Sea	64.00000	-6.60000	210001018	4
Norwegian Sea	65.00000	-7.00000	210001018	5
Norwegian Sea	66.00000	-7.20000	210001018	6
Norwegian Sea	67.00000	-7.50000	210001018	7
Norwegian Sea	68.00000	-7.80000	210001018	8
Norwegian Sea	69.00000	-8.20000	210001018	9
Norwegian Sea	70.00000	-8.60000	210001018	10
Norwegian Sea	70.82639	-9.00000	210001018	11
Norwegian Sea	71.15972	-7.96667	210001018	12
Norwegian Sea	72.00000	-5.00000	210001018	13
Norwegian Sea	73.00000	-2.00000	210001018	14
Norwegian Sea	74.00000	2.00000	210001018	15
Norwegian Sea	75.00000	7.00000	210001018	16
Norwegian Sea	76.00000	13.00000	210001018	17
Norwegian Sea	76.46670	16.61670	210001018	18
Norwegian Sea	74.52080	19.10830	210001018	19
Norwegian Sea	74.34440	19.08330	210001018	20
Norwegian Sea	71.17080	25.78330	210001018	21
Norwegian Sea	70.00000	26.00000	210001018	22
Norwegian Sea	68.00000	17.50000	210001018	23
Norwegian Sea	63.60000	11.40000	210001018	24
Norwegian Sea	60.70000	7.05000	210001018	25
Norwegian Sea	61.00000	5.00000	210001018	26
Norwegian Sea	61.00000	-0.88000	210001018	27
Northwestern Passages	76.09167	-123.01667	210001017	1
Northwestern Passages	77.56250	-116.40000	210001017	2
Northwestern Passages	77.96250	-115.08333	210001017	3
Northwestern Passages	78.35000	-113.30000	210001017	4
Northwestern Passages	78.75833	-110.71667	210001017	5
Northwestern Passages	79.33333	-105.43333	210001017	6
Northwestern Passages	80.15000	-99.76667	210001017	7
Northwestern Passages	81.36667	-94.11667	210001017	8
Northwestern Passages	81.60833	-91.90000	210001017	9
Northwestern Passages	78.39105	-88.65103	210001017	10
Northwestern Passages	77.00000	-84.00000	210001017	11
Northwestern Passages	76.45000	-78.46667	210001017	12
Northwestern Passages	76.10000	-78.81667	210001017	13
Northwestern Passages	75.84167	-78.91667	210001017	14
Northwestern Passages	75.53333	-79.93333	210001017	15
Northwestern Passages	74.50000	-80.23333	210001017	16
Northwestern Passages	73.66667	-78.08333	210001017	17
Northwestern Passages	72.86667	-76.06667	210001017	18
Northwestern Passages	72.49167	-75.16667	210001017	19
Northwestern Passages	72.00000	-76.20000	210001017	20
Northwestern Passages	70.00000	-75.00000	210001017	21
Northwestern Passages	67.49277	-71.82098	210001017	22
Northwestern Passages	65.38956	-73.32667	210001017	23
Northwestern Passages	64.43333	-78.03333	210001017	24
Northwestern Passages	63.78333	-80.15000	210001017	25
Northwestern Passages	63.45000	-80.98333	210001017	26
Northwestern Passages	65.91250	-85.52500	210001017	27
Northwestern Passages	66.20000	-85.86667	210001017	28
Northwestern Passages	67.25000	-90.00000	210001017	29
Northwestern Passages	66.90015	-95.51510	210001017	30
Northwestern Passages	66.07025	-107.28649	210001017	31
Northwestern Passages	67.61758	-116.28206	210001017	32
Northwestern Passages	69.01180	-126.28750	210001017	33
Northwestern Passages	70.57500	-128.03332	210001017	34
Northwestern Passages	71.96667	-126.01667	210001017	35
Northwestern Passages	74.34167	-124.76667	210001017	36
Northwestern Passages	76.09167	-123.01667	210001017	37
North Greenland Sea	80.06670	16.26670	210001016	1
North Greenland Sea	78.75000	19.00000	210001016	2
North Greenland Sea	76.46670	16.61670	210001016	3
North Greenland Sea	76.00000	13.00000	210001016	4
North Greenland Sea	75.00000	7.00000	210001016	5
North Greenland Sea	74.00000	2.00000	210001016	6
North Greenland Sea	73.00000	-2.00000	210001016	7
North Greenland Sea	72.00000	-5.00000	210001016	8
North Greenland Sea	71.15972	-7.96667	210001016	9
North Greenland Sea	70.82639	-9.00000	210001016	10
North Greenland Sea	70.82639	-10.00000	210001016	11
North Greenland Sea	70.82639	-15.00000	210001016	12
North Greenland Sea	70.82639	-20.00000	210001016	13
North Greenland Sea	70.82639	-25.00000	210001016	14
North Greenland Sea	70.82639	-30.00000	210001016	15
North Greenland Sea	77.70246	-24.47673	210001016	16
North Greenland Sea	81.65746	-36.21443	210001016	17
North Greenland Sea	83.31667	-26.66667	210001016	18
North Greenland Sea	80.06670	16.26670	210001016	19
Lincoln Sea	82.46667	-61.51667	210001015	1
Lincoln Sea	82.52270	-69.02154	210001015	2
Lincoln Sea	83.10000	-70.41667	210001015	3
Lincoln Sea	83.65000	-33.41667	210001015	4
Lincoln Sea	81.48124	-43.76242	210001015	5
Lincoln Sea	81.45872	-53.70641	210001015	6
Lincoln Sea	82.34167	-55.21667	210001015	7
Lincoln Sea	82.46667	-61.51667	210001015	8
Laptev Sea	72.88333	140.66667	210001014	1
Laptev Sea	71.54768	140.87988	210001014	2
Laptev Sea	70.47870	131.56107	210001014	3
Laptev Sea	72.50000	120.00000	210001014	4
Laptev Sea	72.50000	115.00000	210001014	5
Laptev Sea	72.50000	110.00000	210001014	6
Laptev Sea	73.20000	105.00000	210001014	7
Laptev Sea	75.00000	112.00000	210001014	8
Laptev Sea	76.50000	111.00000	210001014	9
Laptev Sea	76.30000	107.00000	210001014	10
Laptev Sea	77.00000	103.50000	210001014	11
Laptev Sea	77.53330	105.91700	210001014	12
Laptev Sea	78.30000	104.83300	210001014	13
Laptev Sea	79.41670	102.41700	210001014	14
Laptev Sea	79.66670	100.33300	210001014	15
Laptev Sea	80.16670	97.66670	210001014	16
Laptev Sea	80.21670	97.33330	210001014	17
Laptev Sea	81.26670	95.75000	210001014	18
Laptev Sea	80.00000	120.00000	210001014	19
Laptev Sea	79.00000	139.00000	210001014	20
Laptev Sea	76.20000	139.00000	210001014	21
Laptev Sea	74.61667	139.08333	210001014	22
Laptev Sea	74.16670	140.00000	210001014	23
Laptev Sea	73.43333	139.00000	210001014	24
Laptev Sea	73.35000	139.00000	210001014	25
Laptev Sea	72.88333	140.66667	210001014	26
Kara Sea	81.26670	95.75000	210001013	1
Kara Sea	80.21670	97.33330	210001013	2
Kara Sea	80.16670	97.66670	210001013	3
Kara Sea	79.66670	100.33300	210001013	4
Kara Sea	79.41670	102.41700	210001013	5
Kara Sea	78.30000	104.83300	210001013	6
Kara Sea	77.53330	105.91700	210001013	7
Kara Sea	77.00000	103.50000	210001013	8
Kara Sea	75.86139	100.36981	210001013	9
Kara Sea	73.62881	86.02078	210001013	10
Kara Sea	73.50000	81.60000	210001013	11
Kara Sea	72.60000	81.60000	210001013	12
Kara Sea	71.50000	84.50000	210001013	13
Kara Sea	69.35000	86.30000	210001013	14
Kara Sea	65.00000	70.00000	210001013	15
Kara Sea	67.42284	66.75678	210001013	16
Kara Sea	69.00000	63.00000	210001013	17
Kara Sea	69.60000	60.20000	210001013	18
Kara Sea	69.66670	59.98330	210001013	19
Kara Sea	70.25000	58.43330	210001013	20
Kara Sea	70.46670	57.11670	210001013	21
Kara Sea	71.50000	54.50000	210001013	22
Kara Sea	73.28330	53.88330	210001013	23
Kara Sea	73.35000	54.08330	210001013	24
Kara Sea	76.95000	68.58330	210001013	25
Kara Sea	81.00000	65.33330	210001013	26
Kara Sea	81.10000	80.00000	210001013	27
Kara Sea	81.26670	95.75000	210001013	28
Iceland Sea	62.34306	-6.24722	210001012	1
Iceland Sea	64.24028	-14.96389	210001012	2
Iceland Sea	65.18000	-14.10000	210001012	3
Iceland Sea	66.00000	-15.00000	210001012	4
Iceland Sea	65.80000	-18.20000	210001012	5
Iceland Sea	65.10000	-21.00000	210001012	6
Iceland Sea	65.75000	-22.10000	210001012	7
Iceland Sea	65.50417	-24.53889	210001012	8
Iceland Sea	67.85000	-32.18333	210001012	9
Iceland Sea	68.67000	-32.90000	210001012	10
Iceland Sea	68.60000	-30.00000	210001012	11
Iceland Sea	70.00000	-23.60000	210001012	12
Iceland Sea	70.00000	-25.00000	210001012	13
Iceland Sea	70.00000	-27.50000	210001012	14
Iceland Sea	70.00000	-30.00000	210001012	15
Iceland Sea	70.82639	-30.00000	210001012	16
Iceland Sea	70.82639	-25.00000	210001012	17
Iceland Sea	70.82639	-20.00000	210001012	18
Iceland Sea	70.82639	-15.00000	210001012	19
Iceland Sea	70.82639	-10.00000	210001012	20
Iceland Sea	70.82639	-9.00000	210001012	21
Iceland Sea	70.00000	-8.60000	210001012	22
Iceland Sea	69.00000	-8.20000	210001012	23
Iceland Sea	68.00000	-7.80000	210001012	24
Iceland Sea	67.00000	-7.50000	210001012	25
Iceland Sea	66.00000	-7.20000	210001012	26
Iceland Sea	65.00000	-7.00000	210001012	27
Iceland Sea	64.00000	-6.60000	210001012	28
Iceland Sea	63.00000	-6.40000	210001012	29
Iceland Sea	62.34306	-6.24722	210001012	30
Hudson Strait	62.36667	-78.10000	210001011	1
Hudson Strait	63.45000	-80.98333	210001011	2
Hudson Strait	63.78333	-80.15000	210001011	3
Hudson Strait	64.43333	-78.03333	210001011	4
Hudson Strait	64.64064	-74.23945	210001011	5
Hudson Strait	63.61070	-70.99310	210001011	6
Hudson Strait	61.87500	-65.95833	210001011	7
Hudson Strait	61.78333	-65.95000	210001011	8
Hudson Strait	61.74167	-65.66944	210001011	9
Hudson Strait	61.63333	-65.48333	210001011	10
Hudson Strait	61.31222	-64.77917	210001011	11
Hudson Strait	60.39444	-64.43333	210001011	12
Hudson Strait	60.00000	-64.50000	210001011	13
Hudson Strait	57.88804	-66.04525	210001011	14
Hudson Strait	57.68218	-68.64580	210001011	15
Hudson Strait	60.43743	-70.90895	210001011	16
Hudson Strait	62.36667	-78.10000	210001011	17
Hudson Bay	50.81118	-79.71387	210001010	1
Hudson Bay	54.85678	-89.10937	210001010	2
Hudson Bay	58.33666	-96.14887	210001010	3
Hudson Bay	65.85323	-91.07652	210001010	4
Hudson Bay	66.20000	-85.86667	210001010	5
Hudson Bay	65.91250	-85.52500	210001010	6
Hudson Bay	63.45000	-80.98333	210001010	7
Hudson Bay	62.36667	-78.10000	210001010	8
Hudson Bay	56.27745	-76.37482	210001010	9
Hudson Bay	52.26155	-78.25947	210001010	10
Hudson Bay	50.81118	-79.71387	210001010	11
East Siberian Sea	72.88333	140.66667	210001009	1
East Siberian Sea	73.35000	139.00000	210001009	2
East Siberian Sea	73.43333	139.00000	210001009	3
East Siberian Sea	74.16670	140.00000	210001009	4
East Siberian Sea	74.61667	139.08333	210001009	5
East Siberian Sea	76.20000	139.00000	210001009	6
East Siberian Sea	79.00000	139.00000	210001009	7
East Siberian Sea	77.40000	160.00000	210001009	8
East Siberian Sea	76.00000	179.99899	210001009	9
East Siberian Sea	71.53333	179.99899	210001009	10
East Siberian Sea	70.78333	178.75000	210001009	11
East Siberian Sea	69.58333	177.50000	210001009	12
East Siberian Sea	68.50000	174.50000	210001009	13
East Siberian Sea	68.50000	170.00000	210001009	14
East Siberian Sea	68.50000	165.00000	210001009	15
East Siberian Sea	68.50000	160.00000	210001009	16
East Siberian Sea	70.00000	157.50000	210001009	17
East Siberian Sea	70.00000	155.00000	210001009	18
East Siberian Sea	70.62741	150.56476	210001009	19
East Siberian Sea	71.60075	144.90220	210001009	20
East Siberian Sea	72.88333	140.66667	210001009	21
Davis Strait	60.00000	-43.91700	210001008	1
Davis Strait	60.00000	-64.50000	210001008	2
Davis Strait	60.39444	-64.43333	210001008	3
Davis Strait	61.31222	-64.77917	210001008	4
Davis Strait	61.63333	-65.48333	210001008	5
Davis Strait	61.74167	-65.66944	210001008	6
Davis Strait	61.78333	-65.95000	210001008	7
Davis Strait	61.87500	-65.95833	210001008	8
Davis Strait	63.57852	-69.12565	210001008	9
Davis Strait	70.00000	-70.00000	210001008	10
Davis Strait	70.00000	-65.00000	210001008	11
Davis Strait	70.00000	-60.00000	210001008	12
Davis Strait	70.00000	-55.00000	210001008	13
Davis Strait	70.00000	-50.00000	210001008	14
Davis Strait	65.00000	-50.00000	210001008	15
Davis Strait	61.10000	-45.00000	210001008	16
Davis Strait	60.00000	-43.91700	210001008	17
Chukchi Sea, western part	68.95600	-179.99899	210001007	1
Chukchi Sea, western part	71.53333	-179.99899	210001007	2
Chukchi Sea, western part	71.40000	-156.46667	210001007	3
Chukchi Sea, western part	65.88359	-161.22378	210001007	4
Chukchi Sea, western part	66.10000	-164.73334	210001007	5
Chukchi Sea, western part	66.55000	-164.73334	210001007	6
Chukchi Sea, western part	66.55000	-171.06667	210001007	7
Chukchi Sea, western part	66.05594	-174.28574	210001007	8
Chukchi Sea, western part	67.30000	-178.00000	210001007	9
Chukchi Sea, western part	68.95600	-179.99899	210001007	10
Chukchi Sea, eastern part	71.53333	179.99899	210001006	1
Chukchi Sea, eastern part	68.95600	179.99899	210001006	2
Chukchi Sea, eastern part	69.58333	177.50000	210001006	3
Chukchi Sea, eastern part	70.78333	178.75000	210001006	4
Chukchi Sea, eastern part	71.53333	179.99899	210001006	5
Beaufort Sea	76.09167	-123.01667	210001005	1
Beaufort Sea	74.34167	-124.76667	210001005	2
Beaufort Sea	71.96667	-126.01667	210001005	3
Beaufort Sea	70.57500	-128.03332	210001005	4
Beaufort Sea	68.90000	-128.33305	210001005	5
Beaufort Sea	68.60548	-135.28673	210001005	6
Beaufort Sea	68.90000	-140.00000	210001005	7
Beaufort Sea	68.90000	-150.00000	210001005	8
Beaufort Sea	71.40000	-156.46667	210001005	9
Beaufort Sea	76.33333	-122.58333	210001005	10
Beaufort Sea	76.09167	-123.01667	210001005	11
Barents Sea	69.60000	60.20000	210001004	1
Barents Sea	69.00000	63.00000	210001004	2
Barents Sea	67.00000	55.00000	210001004	3
Barents Sea	67.00000	50.00000	210001004	4
Barents Sea	66.00000	45.00000	210001004	5
Barents Sea	68.00000	45.00000	210001004	6
Barents Sea	68.65000	43.30000	210001004	7
Barents Sea	68.13330	39.76670	210001004	8
Barents Sea	70.00000	26.00000	210001004	9
Barents Sea	71.17080	25.78330	210001004	10
Barents Sea	74.34440	19.08330	210001004	11
Barents Sea	74.52080	19.10830	210001004	12
Barents Sea	76.46670	16.61670	210001004	13
Barents Sea	78.75000	19.00000	210001004	14
Barents Sea	80.06670	16.26670	210001004	15
Barents Sea	80.13330	17.76670	210001004	16
Barents Sea	80.16670	26.83330	210001004	17
Barents Sea	80.13330	27.83330	210001004	18
Barents Sea	80.16670	32.66670	210001004	19
Barents Sea	80.16670	36.75000	210001004	20
Barents Sea	80.60000	44.91670	210001004	21
Barents Sea	81.00000	65.33330	210001004	22
Barents Sea	76.95000	68.58330	210001004	23
Barents Sea	73.35000	54.08330	210001004	24
Barents Sea	73.28330	53.88330	210001004	25
Barents Sea	71.50000	54.50000	210001004	26
Barents Sea	70.46670	57.11670	210001004	27
Barents Sea	70.25000	58.43330	210001004	28
Barents Sea	69.66670	59.98330	210001004	29
Barents Sea	69.60000	60.20000	210001004	30
Baffin Bay	76.45000	-78.46667	210001003	1
Baffin Bay	77.00000	-84.00000	210001003	2
Baffin Bay	82.00000	-68.00000	210001003	3
Baffin Bay	82.46667	-61.51667	210001003	4
Baffin Bay	82.34167	-55.21667	210001003	5
Baffin Bay	80.00000	-60.00000	210001003	6
Baffin Bay	77.50000	-65.50000	210001003	7
Baffin Bay	75.60000	-57.60000	210001003	8
Baffin Bay	71.75000	-51.50000	210001003	9
Baffin Bay	70.00000	-50.10000	210001003	10
Baffin Bay	70.00000	-55.00000	210001003	11
Baffin Bay	70.00000	-60.00000	210001003	12
Baffin Bay	70.00000	-65.00000	210001003	13
Baffin Bay	70.00000	-70.00000	210001003	14
Baffin Bay	70.92342	-73.19985	210001003	15
Baffin Bay	72.00000	-76.20000	210001003	16
Baffin Bay	72.49167	-75.16667	210001003	17
Baffin Bay	72.86667	-76.06667	210001003	18
Baffin Bay	73.66667	-78.08333	210001003	19
Baffin Bay	74.50000	-80.23333	210001003	20
Baffin Bay	75.53333	-79.93333	210001003	21
Baffin Bay	75.84167	-78.91667	210001003	22
Baffin Bay	76.10000	-78.81667	210001003	23
Baffin Bay	76.45000	-78.46667	210001003	24
Arctic Ocean, eastern part	66.60000	179.99899	210001002	1
Arctic Ocean, eastern part	65.00000	175.00000	210001002	2
Arctic Ocean, eastern part	63.00000	166.20000	210001002	3
