category,driver,variable
soc,fisheries,Grenadier - Trawlers - Offshore - Greenland vessel - Quarter 3 [Tonnes]
soc,fisheries,Haddock - Trawlers - Offshore - Greenland vessel - Quarter 1 [Tonnes]
soc,fisheries,Haddock - Trawlers - Offshore - Greenland vessel - Quarter 2 [Tonnes]
soc,fisheries,Haddock - Trawlers - Offshore - Greenland vessel - Quarter 3 [Tonnes]
soc,fisheries,Haddock - Trawlers - Offshore - Greenland vessel - Quarter 4 [Tonnes]
soc,fisheries,Herring - Trawlers - Offshore - Greenland vessel - Quarter 2 [Tonnes]
soc,fisheries,Herring - Trawlers - Offshore - Greenland vessel - Quarter 3 [Tonnes]
soc,fisheries,Herring - Trawlers - Offshore - Greenland vessel - Quarter 4 [Tonnes]
soc,fisheries,Icelandic scallop - Trawlers - Offshore - Greenland vessel - Quarter 1 [Tonnes]
soc,fisheries,Icelandic scallop - Trawlers - Offshore - Greenland vessel - Quarter 2 [Tonnes]
soc,fisheries,Icelandic scallop - Trawlers - Offshore - Greenland vessel - Quarter 3 [Tonnes]
soc,fisheries,Icelandic scallop - Trawlers - Offshore - Greenland vessel - Quarter 4 [Tonnes]
soc,fisheries,Lumpfish - Boats - Coastal - Greenland vessel - Quarter 1 [Tonnes]
soc,fisheries,Lumpfish - Boats - Coastal - Greenland vessel - Quarter 2 [Tonnes]
soc,fisheries,"Lumpfish - Boats - Coastal [1,000 DKK]"
soc,fisheries,Lumpfish - Boats - Coastal [Tonnes]
soc,fisheries,Lumpfish - Dinghies - Coastal - Greenland vessel - Quarter 1 [Tonnes]
soc,fisheries,Lumpfish - Dinghies - Coastal - Greenland vessel - Quarter 2 [Tonnes]
soc,fisheries,Lumpfish - Dinghies - Coastal - Greenland vessel - Quarter 3 [Tonnes]
soc,fisheries,"Lumpfish - Dinghies - Coastal [1,000 DKK]"
soc,fisheries,Lumpfish - Dinghies - Coastal [Tonnes]
soc,fisheries,Mackerel - Trawlers - Offshore - Foreign vessel - Quarter 3 [Tonnes]
soc,fisheries,Mackerel - Trawlers - Offshore - Greenland vessel - Quarter 2 [Tonnes]
soc,fisheries,Mackerel - Trawlers - Offshore - Greenland vessel - Quarter 3 [Tonnes]
soc,fisheries,Mackerel - Trawlers - Offshore - Greenland vessel - Quarter 4 [Tonnes]
soc,fisheries,Mixed fish - Trawlers - Coastal - Greenland vessel - Quarter 2 [Tonnes]
soc,fisheries,Mixed fish - Trawlers - Coastal - Greenland vessel - Quarter 3 [Tonnes]
soc,fisheries,Mixed fish - Trawlers - Coastal - Greenland vessel - Quarter 4 [Tonnes]
soc,fisheries,Mixed fish - Trawlers - Offshore - Foreign vessel - Quarter 2 [Tonnes]
soc,fisheries,Mixed fish - Trawlers - Offshore - Foreign vessel - Quarter 3 [Tonnes]
soc,fisheries,Mixed fish - Trawlers - Offshore - Foreign vessel - Quarter 4 [Tonnes]
soc,fisheries,Mixed fish - Trawlers - Offshore - Greenland vessel - Quarter 1 [Tonnes]
soc,fisheries,Mixed fish - Trawlers - Offshore - Greenland vessel - Quarter 2 [Tonnes]
soc,fisheries,Mixed fish - Trawlers - Offshore - Greenland vessel - Quarter 3 [Tonnes]
soc,fisheries,Mixed fish - Trawlers - Offshore - Greenland vessel - Quarter 4 [Tonnes]
soc,fisheries,NOx emissions in port [tonnes; mean]
soc,fisheries,NOx emissions in port [tonnes; sum]
soc,fisheries,NOx emissions in port [tonnes]
soc,fisheries,NOx emissions total [tonnes; mean]
soc,fisheries,NOx emissions total [tonnes; sum]
soc,fisheries,NOx emissions total [tonnes]
soc,fisheries,"Northern prawn - Trawlers - Coastal [1,000 DKK]"
soc,fisheries,Northern prawn - Trawlers - Coastal [Tonnes]
soc,fisheries,"Northern prawn - Trawlers - Offshore [1,000 DKK]"
soc,fisheries,Northern prawn - Trawlers - Offshore [Tonnes]
soc,fisheries,Other prawn species - Trawlers - Coastal - Greenland vessel - Quarter 1 [Tonnes]
soc,fisheries,Other prawn species - Trawlers - Coastal - Greenland vessel - Quarter 2 [Tonnes]
soc,fisheries,Other prawn species - Trawlers - Coastal - Greenland vessel - Quarter 3 [Tonnes]
soc,fisheries,Other prawn species - Trawlers - Coastal - Greenland vessel - Quarter 4 [Tonnes]
soc,fisheries,Other prawn species - Trawlers - Offshore - Greenland vessel - Quarter 1 [Tonnes]
soc,fisheries,Other prawn species - Trawlers - Offshore - Greenland vessel - Quarter 2 [Tonnes]
soc,fisheries,Other prawn species - Trawlers - Offshore - Greenland vessel - Quarter 3 [Tonnes]
soc,fisheries,Other prawn species - Trawlers - Offshore - Greenland vessel - Quarter 4 [Tonnes]
soc,fisheries,"Other schrimps - Trawlers - Coastal [1,000 DKK]"
soc,fisheries,Other schrimps - Trawlers - Coastal [Tonnes]
soc,fisheries,"Other schrimps - Trawlers - Offshore [1,000 DKK]"
soc,fisheries,Other schrimps - Trawlers - Offshore [Tonnes]
soc,fisheries,Other species - Boats - Coastal - Greenland vessel - Quarter 1 [Tonnes]
soc,fisheries,Other species - Boats - Coastal - Greenland vessel - Quarter 4 [Tonnes]
soc,fisheries,"Other species - Boats - Coastal [1,000 DKK]"
soc,fisheries,Other species - Boats - Coastal [Tonnes]
soc,fisheries,Other species - Dinghies - Coastal - Greenland vessel - Quarter 1 [Tonnes]
soc,fisheries,Other species - Dinghies - Coastal - Greenland vessel - Quarter 4 [Tonnes]
soc,fisheries,"Other species - Dinghies - Coastal [1,000 DKK]"
soc,fisheries,Other species - Dinghies - Coastal [Tonnes]
soc,fisheries,Other species - Trawlers - Coastal - Greenland vessel - Quarter 4 [Tonnes]
soc,fisheries,"Other species - Trawlers - Coastal [1,000 DKK]"
soc,fisheries,Other species - Trawlers - Coastal [Tonnes]
soc,fisheries,Other species - Trawlers - Offshore - Foreign vessel - Quarter 3 [Tonnes]
soc,fisheries,Other species - Trawlers - Offshore - Greenland vessel - Quarter 1 [Tonnes]
soc,fisheries,Other species - Trawlers - Offshore - Greenland vessel - Quarter 2 [Tonnes]
soc,fisheries,Other species - Trawlers - Offshore - Greenland vessel - Quarter 4 [Tonnes]
soc,fisheries,"Other species - Trawlers - Offshore [1,000 DKK]"
soc,fisheries,Other species - Trawlers - Offshore [Tonnes]
soc,fisheries,PM emissions in port [tonnes; mean]
soc,fisheries,PM emissions in port [tonnes; sum]
soc,fisheries,PM emissions in port [tonnes]
soc,fisheries,PM emissions total [tonnes; mean]
soc,fisheries,PM emissions total [tonnes; sum]
soc,fisheries,PM emissions total [tonnes]
soc,fisheries,"Polar cod - Boats - Coastal [1,000 DKK]"
soc,fisheries,Polar cod - Boats - Coastal [Tonnes]
soc,fisheries,"Polar cod - Dinghies - Coastal [1,000 DKK]"
soc,fisheries,Polar cod - Dinghies - Coastal [Tonnes]
soc,fisheries,Polar cod - Trawlers - Offshore - Greenland vessel - Quarter 2 [Tonnes]
soc,fisheries,Polar cod - Trawlers - Offshore - Greenland vessel - Quarter 3 [Tonnes]
soc,fisheries,Polar cod - Trawlers - Offshore - Greenland vessel - Quarter 4 [Tonnes]
soc,fisheries,"Polar cod - Trawlers - Offshore [1,000 DKK]"
soc,fisheries,Polar cod - Trawlers - Offshore [Tonnes]
soc,fisheries,Power in port [GWh; mean]
soc,fisheries,Power in port [GWh; sum]
soc,fisheries,Power total [GWh; mean]
soc,fisheries,Power total [GWh; sum]
soc,fisheries,Quota - Argentine - coastal - EU vessel [Tonnes]
soc,fisheries,Quota - Argentine - coastal - Faroese vessels [Tonnes]
soc,fisheries,Quota - Argentine - coastal - Greenland vessel [Tonnes]
soc,fisheries,Quota - Argentine - coastal - Icelandic vessels [Tonnes]
soc,fisheries,Quota - Argentine - coastal - Norwegian vessels [Tonnes]
soc,fisheries,Quota - Argentine - coastal - Russian vessels [Tonnes]
soc,fisheries,Quota - Argentine - offshore - EU vessel [Tonnes]
soc,fisheries,Quota - Argentine - offshore - Faroese vessels [Tonnes]
soc,fisheries,Quota - Argentine - offshore - Greenland vessel [Tonnes]
soc,fisheries,Quota - Argentine - offshore - Icelandic vessels [Tonnes]
soc,fisheries,Quota - Argentine - offshore - Norwegian vessels [Tonnes]
soc,fisheries,Quota - Argentine - offshore - Russian vessels [Tonnes]
soc,fisheries,Quota - Atlantic cod - coastal - EU vessel [Tonnes]
soc,fisheries,Quota - Atlantic cod - coastal - Faroese vessels [Tonnes]
soc,fisheries,Quota - Atlantic cod - coastal - Greenland vessel [Tonnes]
soc,fisheries,Quota - Atlantic cod - coastal - Icelandic vessels [Tonnes]
soc,fisheries,Quota - Atlantic cod - coastal - Norwegian vessels [Tonnes]
soc,fisheries,Quota - Atlantic cod - coastal - Russian vessels [Tonnes]
soc,fisheries,Quota - Atlantic cod - offshore - EU vessel [Tonnes]
soc,fisheries,Quota - Atlantic cod - offshore - Faroese vessels [Tonnes]
soc,fisheries,Quota - Atlantic cod - offshore - Greenland vessel [Tonnes]
soc,fisheries,Quota - Atlantic cod - offshore - Icelandic vessels [Tonnes]
soc,fisheries,Quota - Atlantic cod - offshore - Norwegian vessels [Tonnes]
soc,fisheries,Quota - Atlantic cod - offshore - Russian vessels [Tonnes]
soc,fisheries,Quota - Atlantic cod [pieces]
soc,fisheries,Quota - Atlantic halibut - coastal - EU vessel [Tonnes]
soc,fisheries,Quota - Atlantic halibut - coastal - Faroese vessels [Tonnes]
soc,fisheries,Quota - Atlantic halibut - coastal - Greenland vessel [Tonnes]
soc,fisheries,Quota - Atlantic halibut - coastal - Icelandic vessels [Tonnes]
soc,fisheries,Quota - Atlantic halibut - coastal - Norwegian vessels [Tonnes]
soc,fisheries,Quota - Atlantic halibut - coastal - Russian vessels [Tonnes]
soc,fisheries,Quota - Atlantic halibut - offshore - EU vessel [Tonnes]
soc,fisheries,Quota - Atlantic halibut - offshore - Faroese vessels [Tonnes]
soc,fisheries,Quota - Atlantic halibut - offshore - Greenland vessel [Tonnes]
soc,fisheries,Quota - Atlantic halibut - offshore - Icelandic vessels [Tonnes]
soc,fisheries,Quota - Atlantic halibut - offshore - Norwegian vessels [Tonnes]
soc,fisheries,Quota - Atlantic halibut - offshore - Russian vessels [Tonnes]
soc,fisheries,Quota - Atlantic herring - coastal - EU vessel [Tonnes]
soc,fisheries,Quota - Atlantic herring - coastal - Faroese vessels [Tonnes]
soc,fisheries,Quota - Atlantic herring - coastal - Greenland vessel [Tonnes]
soc,fisheries,Quota - Atlantic herring - coastal - Icelandic vessels [Tonnes]
soc,fisheries,Quota - Atlantic herring - coastal - Norwegian vessels [Tonnes]
soc,fisheries,Quota - Atlantic herring - coastal - Russian vessels [Tonnes]
soc,fisheries,Quota - Atlantic herring - offshore - EU vessel [Tonnes]
soc,fisheries,Quota - Atlantic herring - offshore - Faroese vessels [Tonnes]
soc,fisheries,Quota - Atlantic herring - offshore - Greenland vessel [Tonnes]
soc,fisheries,Quota - Atlantic herring - offshore - Icelandic vessels [Tonnes]
soc,fisheries,Quota - Atlantic herring - offshore - Norwegian vessels [Tonnes]
soc,fisheries,Quota - Atlantic herring - offshore - Russian vessels [Tonnes]
soc,fisheries,Quota - Atlantic salmon - coastal - EU vessel [Tonnes]
soc,fisheries,Quota - Atlantic salmon - coastal - Faroese vessels [Tonnes]
soc,fisheries,Quota - Atlantic salmon - coastal - Greenland vessel [Tonnes]
soc,fisheries,Quota - Atlantic salmon - coastal - Icelandic vessels [Tonnes]
soc,fisheries,Quota - Atlantic salmon - coastal - Norwegian vessels [Tonnes]
soc,fisheries,Quota - Atlantic salmon - coastal - Russian vessels [Tonnes]
soc,fisheries,Quota - Atlantic salmon - offshore - EU vessel [Tonnes]
soc,fisheries,Quota - Atlantic salmon - offshore - Faroese vessels [Tonnes]
soc,fisheries,Quota - Atlantic salmon - offshore - Greenland vessel [Tonnes]
soc,fisheries,Quota - Atlantic salmon - offshore - Icelandic vessels [Tonnes]
soc,fisheries,Quota - Atlantic salmon - offshore - Norwegian vessels [Tonnes]
soc,fisheries,Quota - Atlantic salmon - offshore - Russian vessels [Tonnes]
soc,fisheries,Quota - Blue whiting - coastal - EU vessel [Tonnes]
soc,fisheries,Quota - Blue whiting - coastal - Faroese vessels [Tonnes]
soc,fisheries,Quota - Blue whiting - coastal - Greenland vessel [Tonnes]
soc,fisheries,Quota - Blue whiting - coastal - Icelandic vessels [Tonnes]
soc,fisheries,Quota - Blue whiting - coastal - Norwegian vessels [Tonnes]
soc,fisheries,Quota - Blue whiting - coastal - Russian vessels [Tonnes]
soc,fisheries,Quota - Blue whiting - offshore - EU vessel [Tonnes]
soc,fisheries,Quota - Blue whiting - offshore - Faroese vessels [Tonnes]
soc,fisheries,Quota - Blue whiting - offshore - Greenland vessel [Tonnes]
soc,fisheries,Quota - Blue whiting - offshore - Icelandic vessels [Tonnes]
soc,fisheries,Quota - Blue whiting - offshore - Norwegian vessels [Tonnes]
soc,fisheries,Quota - Blue whiting - offshore - Russian vessels [Tonnes]
soc,fisheries,Quota - Bycatch - coastal - EU vessel [Tonnes]
soc,fisheries,Quota - Bycatch - coastal - Faroese vessels [Tonnes]
soc,fisheries,Quota - Bycatch - coastal - Greenland vessel [Tonnes]
soc,fisheries,Quota - Bycatch - coastal - Icelandic vessels [Tonnes]
soc,fisheries,Quota - Bycatch - coastal - Norwegian vessels [Tonnes]
soc,fisheries,Quota - Bycatch - coastal - Russian vessels [Tonnes]
soc,fisheries,Quota - Bycatch - offshore - EU vessel [Tonnes]
soc,fisheries,Quota - Bycatch - offshore - Faroese vessels [Tonnes]
soc,fisheries,Quota - Bycatch - offshore - Greenland vessel [Tonnes]
soc,fisheries,Quota - Bycatch - offshore - Icelandic vessels [Tonnes]
soc,fisheries,Quota - Bycatch - offshore - Norwegian vessels [Tonnes]
soc,fisheries,Quota - Bycatch - offshore - Russian vessels [Tonnes]
soc,fisheries,Quota - Capelin - coastal - EU vessel [Tonnes]
soc,fisheries,Quota - Capelin - coastal - Faroese vessels [Tonnes]
soc,fisheries,Quota - Capelin - coastal - Greenland vessel [Tonnes]
soc,fisheries,Quota - Capelin - coastal - Icelandic vessels [Tonnes]
soc,fisheries,Quota - Capelin - coastal - Norwegian vessels [Tonnes]
soc,fisheries,Quota - Capelin - coastal - Russian vessels [Tonnes]
soc,fisheries,Quota - Capelin - offshore - EU vessel [Tonnes]
soc,fisheries,Quota - Capelin - offshore - Faroese vessels [Tonnes]
soc,fisheries,Quota - Capelin - offshore - Greenland vessel [Tonnes]
soc,fisheries,Quota - Capelin - offshore - Icelandic vessels [Tonnes]
soc,fisheries,Quota - Capelin - offshore - Norwegian vessels [Tonnes]
soc,fisheries,Quota - Capelin - offshore - Russian vessels [Tonnes]
soc,fisheries,Quota - Catfishes - coastal - EU vessel [Tonnes]
soc,fisheries,Quota - Catfishes - coastal - Faroese vessels [Tonnes]
soc,fisheries,Quota - Catfishes - coastal - Greenland vessel [Tonnes]
soc,fisheries,Quota - Catfishes - coastal - Icelandic vessels [Tonnes]
soc,fisheries,Quota - Catfishes - coastal - Norwegian vessels [Tonnes]
soc,fisheries,Quota - Catfishes - coastal - Russian vessels [Tonnes]
soc,fisheries,Quota - Catfishes - offshore - EU vessel [Tonnes]
soc,fisheries,Quota - Catfishes - offshore - Faroese vessels [Tonnes]
soc,fisheries,Quota - Catfishes - offshore - Greenland vessel [Tonnes]
soc,fisheries,Quota - Catfishes - offshore - Icelandic vessels [Tonnes]
soc,fisheries,Quota - Catfishes - offshore - Norwegian vessels [Tonnes]
soc,fisheries,Quota - Catfishes - offshore - Russian vessels [Tonnes]
soc,fisheries,Quota - Deep sea prawn - coastal - EU vessel [Tonnes]
soc,fisheries,Quota - Deep sea prawn - coastal - Faroese vessels [Tonnes]
soc,fisheries,Quota - Deep sea prawn - coastal - Greenland vessel [Tonnes]
soc,fisheries,Quota - Deep sea prawn - coastal - Icelandic vessels [Tonnes]
soc,fisheries,Quota - Deep sea prawn - coastal - Norwegian vessels [Tonnes]
soc,fisheries,Quota - Deep sea prawn - coastal - Russian vessels [Tonnes]
soc,fisheries,Quota - Deep sea prawn - offshore - EU vessel [Tonnes]
soc,fisheries,Quota - Deep sea prawn - offshore - Faroese vessels [Tonnes]
soc,fisheries,Quota - Deep sea prawn - offshore - Greenland vessel [Tonnes]
soc,fisheries,Quota - Deep sea prawn - offshore - Icelandic vessels [Tonnes]
soc,fisheries,Quota - Deep sea prawn - offshore - Norwegian vessels [Tonnes]
soc,fisheries,Quota - Deep sea prawn - offshore - Russian vessels [Tonnes]
soc,fisheries,Quota - Golden redfish - coastal - EU vessel [Tonnes]
soc,fisheries,Quota - Golden redfish - coastal - Faroese vessels [Tonnes]
soc,fisheries,Quota - Golden redfish - coastal - Greenland vessel [Tonnes]
soc,fisheries,Quota - Golden redfish - coastal - Icelandic vessels [Tonnes]
soc,fisheries,Quota - Golden redfish - coastal - Norwegian vessels [Tonnes]
soc,fisheries,Quota - Golden redfish - coastal - Russian vessels [Tonnes]
soc,fisheries,Quota - Golden redfish - offshore - EU vessel [Tonnes]
soc,fisheries,Quota - Golden redfish - offshore - Faroese vessels [Tonnes]
soc,fisheries,Quota - Golden redfish - offshore - Greenland vessel [Tonnes]
soc,fisheries,Quota - Golden redfish - offshore - Icelandic vessels [Tonnes]
soc,fisheries,Quota - Golden redfish - offshore - Norwegian vessels [Tonnes]
soc,fisheries,Quota - Golden redfish - offshore - Russian vessels [Tonnes]
soc,fisheries,Quota - Greenland halibut - coastal - EU vessel [Tonnes]
soc,fisheries,Quota - Greenland halibut - coastal - Faroese vessels [Tonnes]
soc,fisheries,Quota - Greenland halibut - coastal - Greenland vessel [Tonnes]
soc,fisheries,Quota - Greenland halibut - coastal - Icelandic vessels [Tonnes]
soc,fisheries,Quota - Greenland halibut - coastal - Norwegian vessels [Tonnes]
soc,fisheries,Quota - Greenland halibut - coastal - Russian vessels [Tonnes]
soc,fisheries,Quota - Greenland halibut - offshore - EU vessel [Tonnes]
soc,fisheries,Quota - Greenland halibut - offshore - Faroese vessels [Tonnes]
soc,fisheries,Quota - Greenland halibut - offshore - Greenland vessel [Tonnes]
soc,fisheries,Quota - Greenland halibut - offshore - Icelandic vessels [Tonnes]
soc,fisheries,Quota - Greenland halibut - offshore - Norwegian vessels [Tonnes]
soc,fisheries,Quota - Greenland halibut - offshore - Russian vessels [Tonnes]
soc,fisheries,Quota - Grenland halibut [pieces]
soc,fisheries,Quota - Haddock - coastal - EU vessel [Tonnes]
soc,fisheries,Quota - Haddock - coastal - Faroese vessels [Tonnes]
soc,fisheries,Quota - Haddock - coastal - Greenland vessel [Tonnes]
soc,fisheries,Quota - Haddock - coastal - Icelandic vessels [Tonnes]
soc,fisheries,Quota - Haddock - coastal - Norwegian vessels [Tonnes]
soc,fisheries,Quota - Haddock - coastal - Russian vessels [Tonnes]
soc,fisheries,Quota - Haddock - offshore - EU vessel [Tonnes]
soc,fisheries,Quota - Haddock - offshore - Faroese vessels [Tonnes]
soc,fisheries,Quota - Haddock - offshore - Greenland vessel [Tonnes]
soc,fisheries,Quota - Haddock - offshore - Icelandic vessels [Tonnes]
soc,fisheries,Quota - Haddock - offshore - Norwegian vessels [Tonnes]
soc,fisheries,Quota - Haddock - offshore - Russian vessels [Tonnes]
soc,fisheries,Quota - Icelandic scallop - coastal - EU vessel [Tonnes]
soc,fisheries,Quota - Icelandic scallop - coastal - Faroese vessels [Tonnes]
soc,fisheries,Quota - Icelandic scallop - coastal - Greenland vessel [Tonnes]
soc,fisheries,Quota - Icelandic scallop - coastal - Icelandic vessels [Tonnes]
soc,fisheries,Quota - Icelandic scallop - coastal - Norwegian vessels [Tonnes]
soc,fisheries,Quota - Icelandic scallop - coastal - Russian vessels [Tonnes]
soc,fisheries,Quota - Icelandic scallop - offshore - EU vessel [Tonnes]
soc,fisheries,Quota - Icelandic scallop - offshore - Faroese vessels [Tonnes]
soc,fisheries,Quota - Icelandic scallop - offshore - Greenland vessel [Tonnes]
soc,fisheries,Quota - Icelandic scallop - offshore - Icelandic vessels [Tonnes]
soc,fisheries,Quota - Icelandic scallop - offshore - Norwegian vessels [Tonnes]
soc,fisheries,Quota - Icelandic scallop - offshore - Russian vessels [Tonnes]
soc,fisheries,Quota - Lumpsucker - coastal - EU vessel [Tonnes]
soc,fisheries,Quota - Lumpsucker - coastal - Faroese vessels [Tonnes]
soc,fisheries,Quota - Lumpsucker - coastal - Greenland vessel [Tonnes]
soc,fisheries,Quota - Lumpsucker - coastal - Icelandic vessels [Tonnes]
soc,fisheries,Quota - Lumpsucker - coastal - Norwegian vessels [Tonnes]
soc,fisheries,Quota - Lumpsucker - coastal - Russian vessels [Tonnes]
soc,fisheries,Quota - Lumpsucker - offshore - EU vessel [Tonnes]
soc,fisheries,Quota - Lumpsucker - offshore - Faroese vessels [Tonnes]
soc,fisheries,Quota - Lumpsucker - offshore - Greenland vessel [Tonnes]
soc,fisheries,Quota - Lumpsucker - offshore - Icelandic vessels [Tonnes]
soc,fisheries,Quota - Lumpsucker - offshore - Norwegian vessels [Tonnes]
soc,fisheries,Quota - Lumpsucker - offshore - Russian vessels [Tonnes]
soc,fisheries,Quota - Mackerel - coastal - EU vessel [Tonnes]
soc,fisheries,Quota - Mackerel - coastal - Faroese vessels [Tonnes]
soc,fisheries,Quota - Mackerel - coastal - Greenland vessel [Tonnes]
soc,fisheries,Quota - Mackerel - coastal - Icelandic vessels [Tonnes]
soc,fisheries,Quota - Mackerel - coastal - Norwegian vessels [Tonnes]
soc,fisheries,Quota - Mackerel - coastal - Russian vessels [Tonnes]
soc,fisheries,Quota - Mackerel - offshore - EU vessel [Tonnes]
soc,fisheries,Quota - Mackerel - offshore - Faroese vessels [Tonnes]
soc,fisheries,Quota - Mackerel - offshore - Greenland vessel [Tonnes]
soc,fisheries,Quota - Mackerel - offshore - Icelandic vessels [Tonnes]
soc,fisheries,Quota - Mackerel - offshore - Norwegian vessels [Tonnes]
soc,fisheries,Quota - Mackerel - offshore - Russian vessels [Tonnes]
soc,fisheries,Quota - Pelagic redfish - coastal - EU vessel [Tonnes]
soc,fisheries,Quota - Pelagic redfish - coastal - Faroese vessels [Tonnes]
soc,fisheries,Quota - Pelagic redfish - coastal - Greenland vessel [Tonnes]
soc,fisheries,Quota - Pelagic redfish - coastal - Icelandic vessels [Tonnes]
soc,fisheries,Quota - Pelagic redfish - coastal - Norwegian vessels [Tonnes]
soc,fisheries,Quota - Pelagic redfish - coastal - Russian vessels [Tonnes]
soc,fisheries,Quota - Pelagic redfish - offshore - EU vessel [Tonnes]
soc,fisheries,Quota - Pelagic redfish - offshore - Faroese vessels [Tonnes]
soc,fisheries,Quota - Pelagic redfish - offshore - Greenland vessel [Tonnes]
soc,fisheries,Quota - Pelagic redfish - offshore - Icelandic vessels [Tonnes]
soc,fisheries,Quota - Pelagic redfish - offshore - Norwegian vessels [Tonnes]
soc,fisheries,Quota - Pelagic redfish - offshore - Russian vessels [Tonnes]
soc,fisheries,Quota - Polar- and Ice cod - coastal - EU vessel [Tonnes]
soc,fisheries,Quota - Polar- and Ice cod - coastal - Faroese vessels [Tonnes]
soc,fisheries,Quota - Polar- and Ice cod - coastal - Greenland vessel [Tonnes]
soc,fisheries,Quota - Polar- and Ice cod - coastal - Icelandic vessels [Tonnes]
soc,fisheries,Quota - Polar- and Ice cod - coastal - Norwegian vessels [Tonnes]
soc,fisheries,Quota - Polar- and Ice cod - coastal - Russian vessels [Tonnes]
soc,fisheries,Quota - Polar- and Ice cod - offshore - EU vessel [Tonnes]
soc,fisheries,Quota - Polar- and Ice cod - offshore - Faroese vessels [Tonnes]
soc,fisheries,Quota - Polar- and Ice cod - offshore - Greenland vessel [Tonnes]
soc,fisheries,Quota - Polar- and Ice cod - offshore - Icelandic vessels [Tonnes]
soc,fisheries,Quota - Polar- and Ice cod - offshore - Norwegian vessels [Tonnes]
soc,fisheries,Quota - Polar- and Ice cod - offshore - Russian vessels [Tonnes]
soc,fisheries,Quota - Prawns [pieces]
soc,fisheries,Quota - Redfish - coastal - EU vessel [Tonnes]
soc,fisheries,Quota - Redfish - coastal - Faroese vessels [Tonnes]
soc,fisheries,Quota - Redfish - coastal - Greenland vessel [Tonnes]
soc,fisheries,Quota - Redfish - coastal - Icelandic vessels [Tonnes]
soc,fisheries,Quota - Redfish - coastal - Norwegian vessels [Tonnes]
soc,fisheries,Quota - Redfish - coastal - Russian vessels [Tonnes]
soc,fisheries,Quota - Redfish - offshore - EU vessel [Tonnes]
soc,fisheries,Quota - Redfish - offshore - Faroese vessels [Tonnes]
soc,fisheries,Quota - Redfish - offshore - Greenland vessel [Tonnes]
soc,fisheries,Quota - Redfish - offshore - Icelandic vessels [Tonnes]
soc,fisheries,Quota - Redfish - offshore - Norwegian vessels [Tonnes]
soc,fisheries,Quota - Redfish - offshore - Russian vessels [Tonnes]
soc,fisheries,Quota - Round-nose grenadier - coastal - EU vessel [Tonnes]
soc,fisheries,Quota - Round-nose grenadier - coastal - Faroese vessels [Tonnes]
soc,fisheries,Quota - Round-nose grenadier - coastal - Greenland vessel [Tonnes]
soc,fisheries,Quota - Round-nose grenadier - coastal - Icelandic vessels [Tonnes]
soc,fisheries,Quota - Round-nose grenadier - coastal - Norwegian vessels [Tonnes]
soc,fisheries,Quota - Round-nose grenadier - coastal - Russian vessels [Tonnes]
soc,fisheries,Quota - Round-nose grenadier - offshore - EU vessel [Tonnes]
soc,fisheries,Quota - Round-nose grenadier - offshore - Faroese vessels [Tonnes]
soc,fisheries,Quota - Round-nose grenadier - offshore - Greenland vessel [Tonnes]
soc,fisheries,Quota - Round-nose grenadier - offshore - Icelandic vessels [Tonnes]
soc,fisheries,Quota - Round-nose grenadier - offshore - Norwegian vessels [Tonnes]
soc,fisheries,Quota - Round-nose grenadier - offshore - Russian vessels [Tonnes]
soc,fisheries,Quota - Saithe - coastal - EU vessel [Tonnes]
soc,fisheries,Quota - Saithe - coastal - Faroese vessels [Tonnes]
soc,fisheries,Quota - Saithe - coastal - Greenland vessel [Tonnes]
soc,fisheries,Quota - Saithe - coastal - Icelandic vessels [Tonnes]
soc,fisheries,Quota - Saithe - coastal - Norwegian vessels [Tonnes]
soc,fisheries,Quota - Saithe - coastal - Russian vessels [Tonnes]
soc,fisheries,Quota - Saithe - offshore - EU vessel [Tonnes]
soc,fisheries,Quota - Saithe - offshore - Faroese vessels [Tonnes]
soc,fisheries,Quota - Saithe - offshore - Greenland vessel [Tonnes]
soc,fisheries,Quota - Saithe - offshore - Icelandic vessels [Tonnes]
soc,fisheries,Quota - Saithe - offshore - Norwegian vessels [Tonnes]
soc,fisheries,Quota - Saithe - offshore - Russian vessels [Tonnes]
soc,fisheries,Quota - Snowcrab - coastal - EU vessel [Tonnes]
soc,fisheries,Quota - Snowcrab - coastal - Faroese vessels [Tonnes]
soc,fisheries,Quota - Snowcrab - coastal - Greenland vessel [Tonnes]
soc,fisheries,Quota - Snowcrab - coastal - Icelandic vessels [Tonnes]
soc,fisheries,Quota - Snowcrab - coastal - Norwegian vessels [Tonnes]
soc,fisheries,Quota - Snowcrab - coastal - Russian vessels [Tonnes]
soc,fisheries,Quota - Snowcrab - offshore - EU vessel [Tonnes]
soc,fisheries,Quota - Snowcrab - offshore - Faroese vessels [Tonnes]
soc,fisheries,Quota - Snowcrab - offshore - Greenland vessel [Tonnes]
soc,fisheries,Quota - Snowcrab - offshore - Icelandic vessels [Tonnes]
soc,fisheries,Quota - Snowcrab - offshore - Norwegian vessels [Tonnes]
soc,fisheries,Quota - Snowcrab - offshore - Russian vessels [Tonnes]
soc,fisheries,Quota - Tusk - coastal - EU vessel [Tonnes]
soc,fisheries,Quota - Tusk - coastal - Faroese vessels [Tonnes]
soc,fisheries,Quota - Tusk - coastal - Greenland vessel [Tonnes]
soc,fisheries,Quota - Tusk - coastal - Icelandic vessels [Tonnes]
